Id,Name,Est_diameter_min,Est_diameter_max,Relative_velocity,Miss_distance,Orbiting_body,Sentry_object,Absolute_magnitude,Hazardous
2518737,518737 (2009 OO9),0.437074004,0.977327184,58442.1537,74561594.75,Earth,False,18.92,0
2052689,52689 (1998 FF2),0.464039528,1.037623929,24713.01495,70534853.17,Earth,False,18.79,0
3836972,(2018 YA1),0.058150704,0.130028927,64811.82226,55513542.27,Earth,False,23.3,0
2613862,613862 (2007 UY1),0.063760979,0.142573883,24544.79166,6867614.954,Earth,False,23.1,0
3750676,(2016 GK135),0.006376098,0.014257388,18764.39049,14487746.54,Earth,False,28.1,0
3779445,(2017 PG),0.042126461,0.094197631,38491.19336,13162559.87,Earth,False,24.0,0
2143649,143649 (2003 QQ47),0.880146521,1.968067451,108820.0324,14737434.6,Earth,False,17.4,1
54230081,(2021 XF6),0.036020935,0.080545258,33234.24199,18680671.99,Earth,False,24.34,0
3824978,(2018 KS),0.006991252,0.015632915,19761.27117,31683555.61,Earth,False,27.9,0
54104252,(2021 AL),0.030517923,0.068240151,21740.85733,50339587.6,Earth,False,24.7,0
2612343,612343 (2002 FT6),0.078082728,0.174598287,51708.90406,6134372.918,Earth,False,22.66,0
54017063,(2020 KK),0.030517923,0.068240151,92743.25072,55982349.8,Earth,False,24.7,0
2419624,419624 (2010 SO16),0.210162379,0.469937367,33560.8034,19530699.98,Earth,False,20.51,1
54228591,(2021 XH3),0.025855621,0.057814927,18839.5846,29659977.85,Earth,False,25.06,0
3762122,(2016 UV41),0.046190746,0.103285648,22918.75097,21010806.81,Earth,False,23.8,0
3736392,(2015 XZ168),0.030517923,0.068240151,46154.44866,5329469.507,Earth,False,24.7,0
3332533,(2006 JZ25),0.400456158,0.895447192,41226.94641,43881008.69,Earth,False,19.11,0
3760440,(2016 TL10),0.009216266,0.020608196,33400.04436,20771066.79,Earth,False,27.3,0
54073358,(2020 TT7),0.093444765,0.208948847,12927.27955,27857530.24,Earth,False,22.27,0
3763426,(2016 VW2),0.014606796,0.03266179,29416.86979,4102627.877,Earth,False,26.3,0
2215442,215442 (2002 MQ3),0.530340723,1.185877909,89436.80682,73743418.68,Earth,False,18.5,0
3143084,(2002 VX91),0.036690614,0.082042707,19893.13878,28346821.43,Earth,False,24.3,0
3843607,(2019 QV1),0.030517923,0.068240151,50124.89633,27187922.19,Earth,False,24.7,0
54247545,(2016 FH60),0.063176415,0.141266758,31178.18955,22078919.37,Earth,False,23.12,0
2496817,496817 (1989 VB),0.278326768,0.622357573,74942.16542,71170097.8,Earth,False,19.9,1
2154993,154993 (2005 EA94),0.661538275,1.479244553,104027.3294,43937447.57,Earth,False,18.02,0
3843318,(2019 NC7),0.100590039,0.224926165,65749.21189,74070816.14,Earth,False,22.11,0
3623681,(2013 AW52),0.263363131,0.588897864,74896.95673,69776063.11,Earth,False,20.02,0
3679871,(2014 PH51),0.092162655,0.206081961,76194.7365,58803133.26,Earth,False,22.3,0
3520754,(2010 JT39),0.050647146,0.113250461,15050.66679,15753585.21,Earth,False,23.6,0
3626240,(2013 CT36),0.40230458,0.899580388,85530.76516,19482412.62,Earth,False,19.1,0
3315647,(2006 CF),0.231502122,0.517654482,68191.45533,6800005.259,Earth,False,20.3,1
3771610,(2017 FB1),0.055533491,0.124176661,82512.21303,4622881.307,Earth,False,23.4,0
2469445,469445 (2002 LT24),0.1034082,0.231227764,91489.53204,66826322.37,Earth,False,22.05,1
3745996,(2016 EK84),0.131387781,0.293792009,70448.85949,36741099.59,Earth,False,21.53,0
3289743,(2005 RZ2),0.058150704,0.130028927,26578.31117,12125204.91,Earth,False,23.3,0
54223980,(2021 VG28),0.050414443,0.112730123,34672.71845,30305073.92,Earth,False,23.61,0
2361538,361538 (2007 JZ20),0.504144434,1.127301225,84455.14866,66274951.41,Earth,False,18.61,0
3729536,(2015 TX143),0.296862251,0.663804174,87581.78665,48410237.88,Earth,False,19.76,0
2306462,306462 (1999 RC32),0.535247906,1.196850702,57233.12378,66156234.65,Earth,False,18.48,0
2363505,363505 (2003 UC20),0.573528464,1.282448632,50580.5589,64861018.85,Earth,False,18.33,1
2457662,457662 (2009 DZ),0.105816886,0.23661375,35579.5737,14752959.75,Earth,False,22.0,1
3520754,(2010 JT39),0.050647146,0.113250461,34207.06584,20745450.44,Earth,False,23.6,0
3761751,(2016 UQ41),0.023150212,0.051765448,30237.20806,48442934.46,Earth,False,25.3,0
3758255,(2016 QH44),0.088014652,0.196806745,35841.78972,15650430.44,Earth,False,22.4,0
54075978,(2020 UF3),0.005604734,0.012532565,121795.1158,65915956.05,Earth,False,28.38,0
3426409,(2008 QU11),0.021113245,0.04721065,42628.26146,2962979.799,Earth,False,25.5,0
2304293,304293 (2006 SQ78),0.472666667,1.056914799,67112.66307,57256561.16,Earth,False,18.75,0
3740096,(2016 AX165),0.066765941,0.149293183,48793.50401,27528512.17,Earth,False,23.0,0
3656412,(2014 BT),0.038419789,0.08590926,29443.19459,17738861.42,Earth,False,24.2,0
3766069,(2016 YR),0.009650615,0.021579431,19459.1217,17621012.32,Earth,False,27.2,0
54016734,(2020 HO5),0.005303407,0.011858779,12031.77107,6333637.535,Earth,False,28.5,0
3601556,(2012 FZ13),0.040230458,0.089958039,76243.66496,36598271.72,Earth,False,24.1,0
3709081,(2015 BW510),0.192555078,0.430566244,72482.64298,22803806.62,Earth,False,20.7,0
3715299,(2015 FK290),0.139493823,0.311917671,54440.84377,32415914.06,Earth,False,21.4,0
3879314,(2019 UN3),0.038419789,0.08590926,57730.59302,24713055.14,Earth,False,24.2,0
2137799,137799 (1999 YB),0.513517179,1.148259319,21848.84478,59952805.63,Earth,False,18.57,0
2267131,267131 (2000 EK26),0.608912622,1.361570015,85300.29154,56111706.49,Earth,False,18.2,1
3619459,(2012 XJ16),0.048367649,0.108153351,77030.64779,70232080.02,Earth,False,23.7,0
3621568,(2012 XM145),0.22108281,0.494356193,63357.47454,47851574.13,Earth,False,20.4,0
3127392,(2002 LG3),0.278326768,0.622357573,111489.5841,48840015.62,Earth,False,19.9,0
2530151,530151 (2011 AW55),0.211132445,0.472106499,67180.92457,49731914.98,Earth,False,20.5,0
3581507,(2011 TC4),0.22108281,0.494356193,76974.63774,12729677.07,Earth,False,20.4,1
3426791,(2008 RH1),0.080270317,0.179489885,19515.389,15566734.79,Earth,False,22.6,0
2606939,606939 (2019 SD3),0.114962176,0.257063241,34919.8682,47478661.5,Earth,False,21.82,0
3406027,(2008 EZ84),0.015295194,0.034201093,28495.99425,859397.2325,Earth,False,26.2,0
2458452,458452 (2011 BR15),0.287445144,0.642746882,47782.1792,60979274.12,Earth,False,19.83,0
3893231,(2019 WE),0.011602591,0.025944182,76729.58131,63889885.49,Earth,False,26.8,0
3441850,(2008 YC3),0.023150212,0.051765448,60194.05306,71056916.47,Earth,False,25.3,0
2105140,105140 (2000 NL10),1.890405519,4.227075246,114808.0319,73074039.6,Earth,False,15.74,0
3774052,(2017 HH2),0.058150704,0.130028927,62959.33678,60194005.38,Earth,False,23.3,0
2312070,312070 (2007 TA19),0.343997255,0.769201246,56719.30897,23087586.95,Earth,False,19.44,1
3989355,(2020 CB),0.007665756,0.017141151,25825.75039,8028935.455,Earth,False,27.7,0
3513053,(2010 FB10),0.096506147,0.215794305,46138.89081,57507698.24,Earth,False,22.2,0
54016528,(2020 GZ2),0.006991252,0.015632915,40864.02857,8689542.161,Earth,False,27.9,0
3869346,(2019 SV6),0.046190746,0.103285648,38340.88936,25259097.51,Earth,False,23.8,0
3550089,(2010 UY7),0.005303407,0.011858779,14872.12267,25114590.84,Earth,False,28.5,0
3843910,(2019 SO1),0.011602591,0.025944182,29129.40476,32732662.85,Earth,False,26.8,0
54065903,(2020 TV5),0.006259721,0.013997162,26363.10142,52777906.62,Earth,False,28.14,0
3440793,(2008 WK96),0.063760979,0.142573883,82701.8918,57165271.9,Earth,False,23.1,0
3393817,(2007 VU83),0.023150212,0.051765448,33685.49506,4201758.142,Earth,False,25.3,0
2518735,518735 (2009 JL1),0.160160338,0.358129403,24642.94517,66941672.75,Earth,False,21.1,0
54054596,(2020 SV3),0.088014652,0.196806745,29918.82346,69941435.46,Earth,False,22.4,0
54265894,(2022 FF3),0.007422582,0.016597397,38348.79669,50302319.24,Earth,False,27.77,0
3551165,(2010 VN98),0.092162655,0.206081961,54055.57099,17705649.25,Earth,False,22.3,0
54205441,(2021 TT6),0.020162992,0.045085821,77618.07636,30285356.35,Earth,False,25.6,0
3405195,(2008 EJ9),0.167708462,0.375007522,74165.1825,47961073.08,Earth,False,21.0,0
3838016,(2019 BX1),0.00623096,0.013932851,26468.16947,71735045.12,Earth,False,28.15,0
3989185,(2020 BF8),0.00581507,0.013002893,16888.41707,4154000.683,Earth,False,28.3,0
3589546,(2011 WR69),0.030517923,0.068240151,46505.59323,21314459.57,Earth,False,24.7,0
2434313,434313 (2004 GP),0.350392641,0.783501764,84348.80483,60891713.47,Earth,False,19.4,0
54203037,(2021 SP5),0.01326035,0.029651043,53823.17498,45985300.95,Earth,False,26.51,0
3736678,(2015 XC352),0.019255508,0.043056624,14693.53326,20893029.16,Earth,False,25.7,0
3547771,(2010 TE),0.016770846,0.037500752,28784.12229,41353751.99,Earth,False,26.0,0
54248460,(2022 DE2),0.324007435,0.724502651,102385.615,68898442.27,Earth,False,19.57,0
2067381,67381 (2000 OL8),0.291443905,0.651688382,98139.71333,50331850.13,Earth,False,19.8,1
54139092,(2021 HA2),0.010152079,0.022700738,45099.41243,48968521.19,Earth,False,27.09,0
3838039,(2019 BU3),0.004023046,0.008995804,17374.57819,1662832.535,Earth,False,29.1,0
3426808,(2008 RR24),0.152951935,0.342010925,68690.22744,19011418.67,Earth,False,21.2,0
3689350,(2014 SH142),0.089239058,0.1995446,103168.0591,59312763.87,Earth,False,22.37,0
3390647,(2007 US12),0.099667824,0.22286403,109984.5629,70879519.23,Earth,False,22.13,0
2434326,434326 (2004 JG6),0.52547853,1.175005715,64542.47835,41631952.42,Earth,False,18.52,1
3160726,(2003 SY4),0.013321557,0.029787906,76752.60794,55082759.97,Earth,False,26.5,0
3841907,(2019 JH7),0.003195619,0.007145621,60665.36803,39001886.42,Earth,False,29.6,0
54256790,(2022 CT19),0.110294785,0.246626636,23598.50673,47771162.76,Earth,False,21.91,0
2509505,509505 (2007 VL8),0.152951935,0.342010925,92666.07723,73089017.04,Earth,False,21.2,0
3726712,(2015 RT1),0.022108281,0.049435619,33466.29437,41687931.22,Earth,False,25.4,0
54105486,(2021 AD5),0.00581507,0.013002893,18233.89475,21744797.99,Earth,False,28.3,0
3775253,(2017 MF),0.012721988,0.02844723,63228.4107,55620258.63,Earth,False,26.6,0
3989357,(2020 CD),0.00581507,0.013002893,54158.36035,51877300.67,Earth,False,28.3,0
54088799,(2020 WB),0.008027032,0.017948989,44543.82195,48477336.02,Earth,False,27.6,0
3841719,(2019 JX1),0.004023046,0.008995804,71945.46428,32033034.57,Earth,False,29.1,0
3842775,(2019 LA2),0.012149404,0.027166893,51715.67187,457772.3246,Earth,False,26.7,0
54265883,(2022 FS2),0.005950521,0.013305769,40082.97956,34470497.39,Earth,False,28.25,0
3547175,(2010 SX11),0.029144391,0.065168838,28635.00913,6905851.871,Earth,False,24.8,0
2349507,349507 (2008 QY),0.518268695,1.158884032,61903.00939,63700188.99,Earth,False,18.55,1
3408244,(2008 GM2),0.00581507,0.013002893,18081.93765,207778.6508,Earth,False,28.3,0
3545713,(2010 RJ43),0.048367649,0.108153351,47304.41117,10066740.54,Earth,False,23.7,0
54136473,(2021 GU6),0.013821494,0.030905799,53765.89453,31458873.34,Earth,False,26.42,0
3553583,(2010 XL56),0.133215567,0.297879063,36882.83183,64156938.2,Earth,False,21.5,0
3407944,(2008 GD),0.291443905,0.651688382,129035.4827,59204264.42,Earth,False,19.8,0
2017511,17511 (1992 QN),0.917392059,2.051351006,32769.90389,65392831.1,Earth,False,17.31,0
3759693,(2016 RQ41),0.2658,0.594346868,95772.93944,46853570.58,Earth,False,20.0,0
3632236,(2013 EH89),0.234722638,0.524855773,47722.90999,23252414.75,Earth,False,20.27,0
3551070,(2010 VA76),0.042126461,0.094197631,15404.2212,38877045.69,Earth,False,24.0,0
3679434,(2014 OP344),0.193443872,0.432553648,63381.5158,31646430.17,Earth,False,20.69,0
3297379,(2005 UV64),0.013949382,0.031191767,17372.59623,21008436.79,Earth,False,26.4,0
3338368,(2006 QQ23),0.2658,0.594346868,29776.21848,17177343.17,Earth,False,20.0,1
3989083,(2020 BZ4),0.008027032,0.017948989,36714.84188,47977978.97,Earth,False,27.6,0
2612781,612781 (2004 MW2),0.353634784,0.790751417,106324.5697,64932131.13,Earth,False,19.38,0
3770328,(2017 EL),0.025383703,0.056759685,23884.57045,14413956.7,Earth,False,25.1,0
2035396,35396 (1997 XF11),1.038855101,2.322950625,57434.79422,9516558.516,Earth,False,17.04,1
3478250,(2009 WR25),0.127219879,0.284472297,60468.82009,68036101.79,Earth,False,21.6,0
3826802,(2018 PC22),0.031956189,0.07145621,24343.08494,18801105.17,Earth,False,24.6,0
54123627,(2021 DU1),0.044315431,0.099092316,51894.99676,14436252.01,Earth,False,23.89,0
54053916,(2020 RF3),0.005303407,0.011858779,61776.2928,94098.16725,Earth,False,28.5,0
54203711,(2021 TD4),0.052547853,0.117500572,70666.13717,32095722.08,Earth,False,23.52,0
3837902,(2019 AG13),0.110803882,0.247765013,44219.29074,26221337.54,Earth,False,21.9,1
54107794,(2021 BL3),0.030377706,0.067926616,98789.92051,14895698.99,Earth,False,24.71,0
54130078,(2021 ED1),0.006376098,0.014257388,26326.12134,1983886.543,Earth,False,28.1,0
3747499,(2016 FC),0.012721988,0.02844723,18125.3769,44310048.77,Earth,False,26.6,0
3157021,(2003 ME1),0.050647146,0.113250461,50325.45957,1391213.217,Earth,False,23.6,0
3893491,(2019 WS2),0.088014652,0.196806745,105869.0084,57098490.07,Earth,False,22.4,0
3313736,(2006 BM8),0.023150212,0.051765448,53867.52894,864512.4474,Earth,False,25.3,0
3132128,(2002 PR1),0.110803882,0.247765013,61949.57357,46538679.6,Earth,False,21.9,1
3802121,(2018 FP5),0.019255508,0.043056624,34679.00285,69414636.63,Earth,False,25.7,0
3760487,(2016 TV10),0.046190746,0.103285648,52922.46682,10280159.41,Earth,False,23.8,0
3788123,(2017 UH8),0.038419789,0.08590926,32742.83301,20319287.86,Earth,False,24.2,0
3843140,(2019 NO2),0.00581507,0.013002893,73593.77754,55915733.42,Earth,False,28.3,0
54087416,(2020 VF),0.040230458,0.089958039,72479.89639,68564280.45,Earth,False,24.1,0
3521512,(2010 HZ104),0.08405334,0.187948982,50526.25072,9698670.66,Earth,False,22.5,0
3774687,(2017 KF3),0.031956189,0.07145621,40227.80372,4949506.849,Earth,False,24.6,0
3746620,(2016 ED156),0.055533491,0.124176661,62679.85058,28607152.29,Earth,False,23.4,0
2162162,162162 (1999 DB7),0.305179233,0.682401509,55321.39919,52731933.42,Earth,False,19.7,1
54247854,(2016 FL60),0.0437074,0.097732718,51607.67032,54528204.35,Earth,False,23.92,0
54065902,(2020 TT5),0.010581689,0.023661375,23378.92244,45673477.88,Earth,False,27.0,0
3620867,(2012 XE133),0.058150704,0.130028927,31557.4941,8258645.647,Earth,False,23.3,0
54200468,(2021 SZ2),0.060611492,0.135531417,64897.25244,30828740.08,Earth,False,23.21,0
3719194,(2015 JP1),0.076657557,0.171411509,97280.12405,14414303.38,Earth,False,22.7,0
3757410,(2016 PA40),0.035039264,0.078350176,74787.46531,60388811.74,Earth,False,24.4,0
3801943,(2018 FB),0.040230458,0.089958039,30509.30554,1875527.375,Earth,False,24.1,0
54212937,(2021 UU2),0.056306039,0.125904131,66553.0443,32526841.27,Earth,False,23.37,0
54137811,(2021 GP16),0.107784169,0.241012728,32033.16113,32486558.12,Earth,False,21.96,0
3797751,(2018 BT1),0.064946384,0.14522453,77901.30162,55221831.48,Earth,False,23.06,0
54244188,(2022 CE),0.006832112,0.015277067,43525.79674,36237483.61,Earth,False,27.95,0
2322966,322966 (2002 KF4),1.053307015,2.355266087,74239.52784,50243207.41,Earth,False,17.01,0
3743747,(2016 CS195),0.121494041,0.271668934,38016.47937,63614200.43,Earth,False,21.7,0
3781406,(2017 RS2),0.013949382,0.031191767,15163.93472,2476231.953,Earth,False,26.4,0
3791342,(2017 XQ60),0.033616692,0.075169209,77383.46879,48331631.88,Earth,False,24.49,0
3768018,(2017 BB94),0.231502122,0.517654482,103208.9375,71587688.8,Earth,False,20.3,0
3704268,(2015 BT4),0.139493823,0.311917671,55022.1546,25618344.9,Earth,False,21.4,0
54215640,(2021 UZ9),0.070885103,0.15850391,51731.57674,56244962.95,Earth,False,22.87,0
3843646,(2019 QV4),0.036690614,0.082042707,30880.30262,3842698.421,Earth,False,24.3,0
2005131,5131 (1990 BG),2.83501249,6.339280645,98432.26391,41821685.2,Earth,False,14.86,0
3713268,(2015 EB7),0.133215567,0.297879063,83062.29007,70133574.64,Earth,False,21.5,0
3827172,(2018 RC1),0.015295194,0.034201093,26939.15682,69902484.61,Earth,False,26.2,0
2504256,504256 (2006 VD13),0.4411182,0.986370281,42875.64446,22366959.75,Earth,False,18.9,1
3775153,(2017 KU34),0.050647146,0.113250461,15494.19877,27440571.08,Earth,False,23.6,0
54054454,(2020 SR),0.036690614,0.082042707,65962.05452,9079833.998,Earth,False,24.3,0
3143121,(2002 XB),0.111829138,0.250057554,64975.70627,49652853.63,Earth,False,21.88,0
54054530,(2020 SM2),0.004814542,0.010765643,13188.84564,3392852.3,Earth,False,28.71,0
3422138,(2008 OA6),0.076657557,0.171411509,26902.24216,15278894.19,Earth,False,22.7,0
3624237,(2013 BY2),0.009650615,0.021579431,66427.59581,35052026.37,Earth,False,27.2,0
3433361,(2008 UA7),0.027832677,0.062235757,27478.68043,9605620.53,Earth,False,24.9,0
3385163,(2007 RP133),0.183888672,0.411187571,24999.48235,36485383.03,Earth,False,20.8,0
54216330,(2021 VA3),0.012149404,0.027166893,29588.48001,4993153.763,Earth,False,26.7,0
3608620,(2012 RJ15),0.050647146,0.113250461,57031.8496,34594456.01,Earth,False,23.6,0
54075998,(2020 UZ3),0.229379698,0.512908597,43962.99682,53283384.2,Earth,False,20.32,0
54240284,(2022 BL2),0.006346802,0.014191882,16777.69334,2390500.226,Earth,False,28.11,0
3597095,(2012 BB124),0.159424468,0.356483948,59807.92421,44467796.67,Earth,False,21.11,1
3761752,(2016 UR41),0.006676594,0.014929318,54727.56326,24632731.57,Earth,False,28.0,0
2189173,189173 (2002 XY4),0.4411182,0.986370281,91376.58421,34559703.28,Earth,False,18.9,0
3408173,(2008 GF1),0.00581507,0.013002893,34934.61375,74413628.41,Earth,False,28.3,0
54269399,(2022 GE2),0.01092836,0.024436555,32761.97688,4645110.803,Earth,False,26.93,0
54215206,(2021 UY8),0.034558507,0.077275172,75524.88872,55990439.95,Earth,False,24.43,0
54239779,(2022 BQ),0.017004152,0.03802244,44980.01212,22074898.74,Earth,False,25.97,0
3713941,(2015 EO61),0.138852907,0.310484539,48716.9238,60085391.39,Earth,False,21.41,1
54143222,(2021 JV),0.008601119,0.019232688,58007.26941,35273421.2,Earth,False,27.45,0
3788135,(2017 UV42),0.146067964,0.326617897,102774.3945,62559302.87,Earth,False,21.3,0
3769393,(2017 CF32),0.016016034,0.03581294,16906.05887,38667615.06,Earth,False,26.1,0
3172329,(2004 BK11),0.088014652,0.196806745,8791.714722,48087143.38,Earth,False,22.4,0
3760531,(2016 TK17),0.058150704,0.130028927,27011.56344,30833433.11,Earth,False,23.3,0
2604197,604197 (2015 MO66),0.252670754,0.564988982,88140.82466,72668698.15,Earth,False,20.11,0
3631824,(2013 ED28),0.133215567,0.297879063,80637.87268,69415994.41,Earth,False,21.5,1
3840784,(2019 GF1),0.008405334,0.018794898,20032.08277,18920443.61,Earth,False,27.5,0
3831076,(2018 SY2),0.183888672,0.411187571,68527.44284,52754694.76,Earth,False,20.8,0
3843339,(2019 OL),0.017561232,0.039268108,17989.47298,65928118.88,Earth,False,25.9,0
3767010,(2017 BO6),0.016016034,0.03581294,29118.94929,40894254.55,Earth,False,26.1,0
2087309,87309 (2000 QP),0.806408277,1.803183725,76911.20719,46445186.56,Earth,False,17.59,0
3602623,(2012 HN),0.042126461,0.094197631,47968.55779,65467274.28,Earth,False,24.0,0
54230081,(2021 XF6),0.036020935,0.080545258,42894.20248,52069638.08,Earth,False,24.34,0
54231711,(2021 UC74),0.008214005,0.018367074,26470.16782,57419923.86,Earth,False,27.55,0
3986636,(2020 AD3),0.126635356,0.283165265,92961.64748,33138964.53,Earth,False,21.61,1
2173664,173664 (2001 JU2),0.308003021,0.688715693,39480.36064,57816714.65,Earth,False,19.68,0
3963428,(2019 YS4),0.278326768,0.622357573,91279.77162,64287144.69,Earth,False,19.9,0
2312942,312942 (1995 EK1),0.868070458,1.941064553,57406.50601,53117015.73,Earth,False,17.43,0
54215196,(2021 UT7),0.054519891,0.121910182,60240.17999,69593588.48,Earth,False,23.44,0
2368184,368184 (2000 RN77),0.334622375,0.748238376,47171.09778,41260606.7,Earth,False,19.5,0
54202333,(2021 TE1),0.034399726,0.076920125,44739.56428,3614040.351,Earth,False,24.44,0
54115835,(2021 CY5),0.017805533,0.039814382,58335.07061,40399858.21,Earth,False,25.87,0
3655758,(2014 AD17),0.242412481,0.542050786,19327.04747,31991524.55,Earth,False,20.2,0
3644768,(2013 MR11),0.101054342,0.225964377,33395.94507,72513535.06,Earth,False,22.1,0
3711781,(2015 DL155),0.035039264,0.078350176,39948.38883,47670287.14,Earth,False,24.4,0
3627060,(2013 DG),0.035039264,0.078350176,24850.47442,9090678.782,Earth,False,24.4,0
3791342,(2017 XQ60),0.033616692,0.075169209,83239.13443,58294835.13,Earth,False,24.49,0
3986743,(2020 BE1),0.133215567,0.297879063,61148.22212,55713783.45,Earth,False,21.5,0
3747305,(2016 ED157),0.031372923,0.070151987,9053.805739,19497174.88,Earth,False,24.64,0
54268805,(2022 GW),0.053278867,0.119135167,26992.25708,22459041.96,Earth,False,23.49,0
54017546,(2020 MT),0.016016034,0.03581294,30300.8334,1578882.444,Earth,False,26.1,0
3739216,(2016 AK8),0.116025908,0.259441818,44696.42648,51667178.25,Earth,False,21.8,0
54215206,(2021 UY8),0.034558507,0.077275172,49821.26019,60277120.52,Earth,False,24.43,0
3791289,(2017 XL2),0.146067964,0.326617897,66824.08005,12379442.95,Earth,False,21.3,1
3841980,(2019 KX),0.016770846,0.037500752,34412.92176,4034184.757,Earth,False,26.0,0
54104848,(2021 AR2),0.014606796,0.03266179,38189.99189,17387803.8,Earth,False,26.3,0
54155286,(2021 LM1),0.216050351,0.483103272,111824.6325,52029755.6,Earth,False,20.45,0
2368184,368184 (2000 RN77),0.334622375,0.748238376,58801.98859,34410327.31,Earth,False,19.5,0
2485823,485823 (2012 DF61),0.200703514,0.448786701,65460.09205,62148867.68,Earth,False,20.61,0
54017377,(2020 LG),0.033462237,0.074823838,32830.84667,70443796.88,Earth,False,24.5,0
3549563,(2010 TL167),0.088014652,0.196806745,55045.63584,45838849.29,Earth,False,22.4,0
3522631,(2010 KC),0.038954262,0.087104377,46709.84801,38043057.9,Earth,False,24.17,0
2302830,302830 (2003 FB),0.468333233,1.047224945,44032.56136,32666373.84,Earth,False,18.77,0
54226410,(2021 XK1),0.014472881,0.032362345,22869.86521,20987352.17,Earth,False,26.32,0
54166171,(2021 NV),0.220067027,0.492084832,74902.54126,69109182.64,Earth,False,20.41,0
3892161,(2019 UL13),0.152951935,0.342010925,48891.51129,47695050.49,Earth,False,21.2,0
3799799,(2018 EZ),0.04411182,0.098637028,40038.38205,47260260.98,Earth,False,23.9,0
